id,latitude,longitude,country,map
106,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
107,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
108,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
109,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
110,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
111,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
112,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
113,-2.747355,26.668477,COD,"4:p2p 9:s2s"
114,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
115,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
116,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
117,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
118,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
119,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
120,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
121,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
122,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
123,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
124,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
125,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
126,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
127,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
128,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
129,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
130,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
131,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
132,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
133,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
134,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
135,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
136,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
137,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
138,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
139,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
140,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
141,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
142,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
143,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
144,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
145,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
146,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
147,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
148,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
149,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
150,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
151,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
152,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
153,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
154,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
155,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
156,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
157,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
158,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
159,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
160,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
161,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
162,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
163,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
164,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
165,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
166,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
167,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
168,-2.747355,26.668477,COD,"4:p2p 9:s2s"
169,19.480556,11.813189,NER,"2:c2p 9:s2s"
170,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
171,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
172,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
173,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
174,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
175,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
176,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
177,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
178,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
179,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
180,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
181,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
182,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
183,-2.747355,26.668477,COD,"4:p2p 9:s2s"
184,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
185,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
186,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
187,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
188,-2.747355,26.668477,COD,"4:p2p 9:s2s"
189,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
190,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
191,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
192,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
193,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
194,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
195,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
196,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
197,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
198,-2.747355,26.668477,COD,"4:p2p 9:s2s"
199,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
200,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
201,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
202,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
203,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
204,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
205,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
206,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
207,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
208,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
209,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
210,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
211,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
212,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
213,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
214,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
215,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
216,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
217,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
218,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
219,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
220,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
221,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
222,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
223,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
224,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
225,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
226,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
227,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
228,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
229,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
230,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
231,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
232,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
233,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
234,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
235,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
236,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
237,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
238,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
239,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
240,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
241,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
242,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
243,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
244,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
245,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
246,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
247,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
248,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
249,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
250,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
251,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
252,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
253,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
254,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
255,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
256,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
257,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
258,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
259,19.480556,11.813189,NER,"2:c2p 9:s2s"
260,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
261,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
262,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
263,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
264,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
265,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
266,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
267,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
268,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
269,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
270,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
271,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
272,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
273,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
274,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
275,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
276,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
277,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
278,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
279,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
280,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
281,19.480556,11.813189,NER,"2:c2p 9:s2s"
282,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
283,19.480556,11.813189,NER,"2:c2p 9:s2s"
284,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
285,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
286,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
287,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
288,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
289,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
290,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
291,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
292,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
293,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
294,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
295,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
296,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
297,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
298,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
299,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
300,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
301,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
302,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
303,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
304,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
305,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
306,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
307,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
308,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
309,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
310,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
311,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
312,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
313,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
314,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
315,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
316,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
317,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
318,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
319,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
320,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
321,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
322,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
323,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
324,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
325,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
326,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
327,19.480556,11.813189,NER,"2:c2p 9:s2s"
328,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
329,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
330,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
331,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
332,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
333,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
334,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
335,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
336,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
337,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
338,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
339,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
340,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
341,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
342,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
343,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
344,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
345,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
346,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
347,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
348,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
349,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
350,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
351,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
352,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
353,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
354,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
355,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
356,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
357,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
358,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
359,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
360,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
361,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
362,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
363,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
364,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
365,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
366,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
367,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
368,19.480556,11.813189,NER,"2:c2p 9:s2s"
369,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
370,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
371,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
372,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
373,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
374,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
375,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
376,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
377,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
378,-2.747355,26.668477,COD,"4:p2p 9:s2s"
379,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
380,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
381,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
382,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
383,-2.747355,26.668477,COD,"4:p2p 9:s2s"
384,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
385,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
386,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
387,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
